
 00;00;00;00  
 00;00;02;00  
 00;00;04;15  
 00;00;05;20  
 00;00;15;18  
 00;00;18;22  
 00;00;24;21  
 00;00;25;25  
 00;00;26;05  
 00;00;28;02  
 00;00;28;02  
 00;00;31;02  
 00;00;31;18  
 00;00;35;02  
 00;00;35;02  
 00;00;37;23  
 00;00;37;23  
 00;00;39;22  
 00;00;39;22  
 00;00;43;12  
 00;00;43;12  
 00;00;46;05  
 00;00;46;05  
 00;00;49;02  
 00;00;49;02  
 00;00;51;08  
 00;00;51;13  
 00;00;54;05  
 00;00;54;05  
 00;00;58;07  
 00;00;58;09  
 00;01;00;15  
 00;01;00;15  
 00;01;01;17  
 00;01;01;17  
 00;01;04;11  
 00;01;04;11  
 00;01;07;23  
 00;01;10;07  
 00;01;11;22  
 00;01;12;14  
 00;01;14;13  
 00;01;14;20  
 00;01;16;19  
 00;01;24;19  
 00;01;26;17  
 00;01;26;17  
 00;01;30;03  
 00;01;30;03  
 00;01;32;03  
 00;01;33;09  
 00;01;35;07  
 00;01;36;15  
 00;01;39;18  
 00;01;41;01  
 00;01;44;02  
 00;01;44;02  
 00;01;45;21  
 00;01;45;21  
 00;01;48;06  
 00;01;49;10  
 00;01;53;07  
 00;01;53;07  
 00;01;56;03  
 00;02;02;06  
 00;02;05;06  
 00;02;04;23  
 00;02;07;00  
 00;02;07;00  
 00;02;10;01  
 00;02;10;01  
 00;02;12;10  
 00;02;12;10  
 00;02;16;03  
 00;02;16;04  
 00;02;18;05  
 00;02;18;04  
 00;02;20;02  
 00;02;43;23  
 00;02;45;23  
 00;02;56;07  
 00;02;58;06  
 00;02;59;13  
 00;03;01;11  
 00;03;29;03  
 00;03;31;03  
 00;03;33;03  
 00;03;35;23  
 00;03;35;23  
 00;03;37;21  
 00;03;41;15  
 00;03;45;24  
 00;03;45;24  
 00;03;46;21  
 00;03;46;24  
 00;03;51;07  
 00;03;50;16  
 00;03;51;09  
 00;03;52;25  
 00;03;55;24  
 00;03;55;24  
 00;03;58;15  
 00;04;05;04  
 00;04;07;24  
 00;04;07;24  
 00;04;09;22  
 00;04;12;08  
 00;04;15;18  
 00;04;16;15  
 00;04;18;15  
 00;04;18;15  
 00;04;21;00  
 00;04;21;00  
 00;04;23;13  
 00;04;23;13  
 00;04;25;20  
 00;04;27;02  
 00;04;29;02  
 00;04;38;20  
 00;04;41;07  
 00;04;41;08  
 00;04;43;18  
 00;04;43;18  
 00;04;45;23  
 00;04;45;23  
 00;04;47;13  
 00;04;47;13  
 00;04;49;12  
 00;04;49;12  
 00;04;51;09  
 00;04;51;24  
 00;04;53;14  
 00;04;53;15  
 00;04;54;21  
 00;04;54;21  
 00;04;56;19  
 00;04;59;04  
 00;05;01;01  
 00;05;01;01  
 00;05;03;05  
 00;05;06;10  
 00;05;07;13  
 00;05;09;13  
 00;05;11;18  
 00;05;12;11  
 00;05;14;04  
 00;05;14;04  
 00;05;16;10  
 00;05;18;04  
 00;05;19;13  
 00;05;19;18  
 00;05;20;13  
 00;05;20;23  
 00;05;24;15  
 00;05;27;03  
 00;05;29;01  
 00;05;30;16  
 00;05;32;18  
 00;05;32;18  
 00;05;34;17  
 00;05;37;15  
 00;05;39;12  
 00;05;39;12  
 00;05;42;23  
 00;05;46;02  
 00;05;47;01  
 00;05;49;04  
 00;05;51;13  
 00;05;51;13  
 00;05;53;23  
 00;05;53;23  
 00;05;56;18  
 00;05;57;18  
 00;05;58;20  
 00;06;02;07  
 00;06;04;07  
 00;06;04;07  
 00;06;07;06  
 00;06;07;06  
 00;06;08;06  
 00;06;10;05  
 00;06;11;05  
 00;06;13;09  
 00;06;16;02  
 00;06;24;15  
 00;06;25;19  
 00;06;26;09  
 00;06;28;12  
 00;06;28;12  
 00;06;30;06  
 00;06;30;06  
 00;06;32;15  
 00;06;33;10  
 00;06;35;14  
 00;06;36;02  
 00;06;37;24  
 00;06;37;24  
 00;06;40;04  
 00;06;40;04  
 00;06;43;04  
 00;06;43;04  
 00;06;44;03  
 00;06;44;23  
 00;06;45;19  
 00;06;45;20  
 00;06;46;25  
 00;06;46;25  
 00;06;49;25  
 00;06;49;25  
 00;06;53;16  
 00;06;53;16  
 00;06;54;16  
 00;06;54;16  
 00;06;55;11  
 00;06;55;15  
 00;06;58;06  
 00;06;58;06  
 00;07;00;05  
 00;07;03;02  
 00;07;04;07  
 00;07;04;07  
 00;07;06;14  
 00;07;19;25  
 00;07;22;08  
 00;07;22;08  
 00;07;25;09  
 00;07;25;14  
 00;07;28;08  
 00;07;28;08  
 00;07;29;02  
 00;07;30;23  
 00;07;32;09  
 00;07;38;25  
 00;07;40;12  
 00;07;59;15  
 00;08;04;20  
 00;08;06;02  
 00;08;14;16  
 00;08;39;16  
 00;08;41;15  
 00;08;41;15  
 00;08;43;22  
 00;08;43;22  
 00;08;47;16  
 00;08;47;16  
 00;08;50;07  
 00;08;56;07  
 00;08;59;07  
 00;09;00;08  
 00;09;03;19  
 00;09;07;23  
 00;09;18;09  
 00;09;25;15  
 00;09;26;12  
 00;09;27;06  
 00;09;29;19  
 00;09;31;15  
 00;09;33;10  
 00;09;33;10  
 00;09;34;13  
 00;09;35;21  
 00;09;37;02  
 00;09;38;23  
 00;09;41;10  
 00;09;42;03  
 00;09;43;10  
 00;09;43;24  
 00;09;47;10  
 00;09;47;10  
 00;09;48;04  
 00;09;50;17  
 00;09;52;23  
 00;09;52;23  
 00;09;55;00  
 00;09;55;00  
 00;09;58;03  
 00;09;58;03  
 00;10;02;06  
 00;10;04;18  
 00;10;06;02  
 00;10;06;13  
 00;10;10;06  
 00;10;10;06  
 00;10;12;22  
 00;10;13;06  
 00;10;15;01  
 00;10;15;04  
 00;10;17;23  
 00;10;17;23  
 00;10;20;16  
 00;10;21;09  
 00;10;22;06  
 00;10;23;15  
 00;10;25;14  
 00;10;25;15  
 00;10;28;20  
 00;10;29;03  
 00;10;31;16  
 00;10;31;25  
 00;10;34;03  
 00;10;34;20  
 00;10;36;05  
 00;10;36;14  
 00;10;39;16  
 00;10;39;24  
 00;10;43;19  
 00;10;44;11  
 00;10;47;01  
 00;10;51;07  
 00;10;52;14  
 00;10;52;25  
 00;10;56;02  
 00;10;56;09  
 00;10;57;17  
 00;10;58;12  
 00;10;59;16  
 00;11;00;24  
 00;11;02;24  
 00;11;03;09  
 00;11;04;10  
 00;11;06;19  
 00;11;08;01  
 00;11;10;07  
 00;11;11;04  
 00;11;27;14  
 00;11;28;13  
 00;11;28;23  
 00;11;30;16  
 00;11;30;16  
 00;11;31;15  
 00;11;31;15  
 00;11;32;14  
 00;11;32;14  
 00;11;34;03  
 00;11;34;12  
 00;11;38;20  
 00;11;39;06  
 00;11;39;22  
 00;11;40;01  
 00;11;43;06  
 00;11;45;02  
 00;11;46;07  
 00;11;47;03  
 00;11;48;17  
 00;11;50;06  
 00;11;52;06  
 00;11;53;18  
 00;11;56;21  
 00;11;57;07  
 00;11;59;05  
 00;11;59;18  
 00;12;02;19  
 00;12;08;08  
 00;12;09;25  
 00;12;10;08  
 00;12;11;03  
 00;12;13;18  
 00;12;14;15  
 00;12;15;10  
 00;12;16;18  
 00;12;16;21  
 00;12;18;13  
 00;12;18;13  
 00;12;20;05  
 00;12;20;11  
 00;12;23;07  
 00;12;23;11  
 00;12;26;02  
 00;12;26;02  
 00;12;27;21  
 00;12;29;11  
 00;12;32;02  
 00;12;32;14  
 00;12;33;19  
 00;12;36;14  
 00;12;39;01  
 00;12;39;20  
 00;12;42;07  
 00;12;42;07  
 00;12;44;16  
 00;12;44;20  
 00;12;45;13  
 00;12;45;15  
 00;12;47;05  
 00;12;47;10  
 00;12;49;05  
 00;12;49;05  
 00;12;50;25  
 00;12;50;25  
 00;12;53;01  
 00;12;53;16  
 00;12;55;01  
 00;12;54;25  
 00;12;55;12  
 00;12;55;24  
 00;12;56;16  
 00;12;57;16  
 00;12;59;07  
 00;12;59;07  
 00;13;01;25  
 00;13;01;25  
 00;13;04;06  
 00;13;05;04  
 00;13;08;08  
 00;13;08;15  
 00;13;12;05  
 00;13;12;11  
 00;13;13;16  
 00;13;13;16  
 00;13;17;17  
 00;13;17;22  
 00;13;19;23  
 00;13;21;02  
 00;13;23;23  
 00;13;24;07  
 00;13;26;03  
 00;13;26;11  
 00;13;27;02  
 00;13;29;18  
 00;13;31;24  
 00;13;31;24  
 00;13;33;19  
 00;13;33;19  
 00;13;34;23  
 00;13;35;16  
 00;13;39;23  
 00;13;40;18  
 00;13;41;25  
 00;13;41;25  
 00;13;43;23  
 00;13;43;24  
 00;13;45;22  
 00;13;45;22  
 00;13;48;14  
 00;13;52;08  
 00;13;53;11  
 00;13;53;19  
 00;13;56;21  
 00;13;57;08  
 00;13;59;23  
 00;14;00;17  
 00;14;04;08  
 00;14;04;08  
 00;14;06;07  
 00;14;06;07  
 00;14;09;07  
